,lon,lat,n_mb_years,tstar,bias
RGI50-01.00570,-145.427,63.281,51,1922,538.5640648600718
RGI50-01.01104,-134.349,58.38,64,1961,249.37732903227425
RGI50-01.02228,-143.847625732,69.302070618,13,1920,127.10572984739838
RGI50-01.04591,-131.062,56.955,9,1961,14.868303904378138
RGI50-01.05211,-130.684,56.975,9,1962,138.78742745590603
RGI50-01.05355,-130.83,57.091,8,1962,316.85652770994625
RGI50-01.09162,-148.908,60.412,51,1923,17.782804926436256
RGI50-02.00644,-121.744,46.8256,11,1961,130.17920428806553
RGI50-02.00651,-121.713,46.8647,11,1961,90.13290418361737
RGI50-02.00686,-121.161,47.5591,33,1963,-6.3296339850069785
RGI50-02.00837,-121.353,47.97,33,1968,-10.850580094655243
RGI50-02.00874,-120.895,48.1717,14,1961,130.96672592953354
RGI50-02.00941,-121.059,48.3574,60,1961,313.57875526845805
RGI50-02.00971,-120.79,48.41,22,1953,0.19244393515430147
RGI50-02.00974,-121.031,48.4136,10,1941,-7.189898511242063
RGI50-02.00992,-121.031,48.4474,33,1961,139.98492318087744
RGI50-02.01093,-121.093,48.5729,23,1961,94.30491574855046
RGI50-02.01146,-113.756,48.625,11,1960,361.7734166429411
RGI50-02.01170,-121.527,48.6735,23,1966,-0.5186633056090386
RGI50-02.01295,-121.769,48.8142,27,1961,24.72190282158806
RGI50-02.01299,-121.777,48.7989,33,1971,-1.6237617696027655
RGI50-02.01305,-121.827,48.7489,27,1970,-0.0415886166964583
RGI50-02.01356,-121.622,48.8259,33,1961,54.53956077985674
RGI50-02.01464,-121.24,48.9769,23,1991,-2.532000813039275
RGI50-02.01779,-122.979,49.8876,24,1928,-2.644249295103691
RGI50-02.01860,-122.989,49.9609,39,1961,825.5168972636834
RGI50-02.02587,-122.605,50.4195,51,1961,671.1910092546668
RGI50-02.03590,-123.414,50.7918,10,1963,-0.13218664860460194
RGI50-02.04114,-123.621,50.872,10,1968,0.853899784899113
RGI50-02.04119,-123.639,50.8216,5,1961,486.7511073039682
RGI50-02.04693,-118.061,51.1141,10,1961,369.2214300950377
RGI50-02.05862,-125.136,51.3432,7,1961,935.0450785044113
RGI50-02.05986,-124.911,51.4455,8,1963,419.19564924766337
RGI50-02.06581,-116.56,51.6585,49,1961,340.7206817433862
RGI50-02.07173,-116.486,51.819,10,1961,386.88580009589214
RGI50-02.13914,-121.68,45.3805,15,1932,-32.45844623199662
RGI50-02.13924,-123.694,47.81,46,1972,-0.5262180821754612
RGI50-02.13974,-114.965,75.4291,53,1922,246.7875923475183
RGI50-03.00691,-99.1904,79.982,56,1982,120.98890136875943
RGI50-03.00840,-90.9688,79.4405,34,1918,75.2309402595206
RGI50-03.01427,-79.1438,75.8872,6,1968,368.76883102603983
RGI50-03.01623,-64.1739,81.9561,7,1983,364.3886876249631
RGI50-03.04079,-74.2248,83.1066,23,1966,46.839870491688714
RGI50-03.04539,-90.87697,79.5146,53,1986,140.31617186670988
RGI50-04.03082,-69.8037,69.6303,5,1991,121.18214546743661
RGI50-04.06187,-73.0575,70.0214,10,1991,171.70218638246664
RGI50-05.00115,-52.1262,65.6,5,1963,1.4597998306538784
RGI50-05.00446,-50.3208,66.1325,9,1997,-4.779073463570086
RGI50-05.05149,-45.3055,61.4421,5,1948,0.17745724487940606
RGI50-05.11186,-37.8032,65.6957,21,1978,250.87512105092753
RGI50-05.20030,-20.8288,74.3778,8,1985,497.1089537986338
RGI50-06.00234,-18.6422,64.7989,28,1980,421.173119860725
RGI50-06.00236,-19.0241,64.757,26,1982,641.2532819085621
RGI50-06.00238,-18.9072,64.9014,28,1982,385.939831408582
RGI50-06.00310,-20.0311,64.6423,19,1982,1008.8021322183238
RGI50-06.00377,-16.2675,64.5867,23,1984,75.80963210380207
RGI50-06.00424,-17.7174,64.5628,22,1982,312.48024518539717
RGI50-06.00443,-17.927,64.3475,24,1982,957.0895508415244
RGI50-06.00472,-15.6083,64.6284,24,1984,459.3197205001892
RGI50-06.00477,-17.0539,64.6745,18,1980,-1.5373155681538435
RGI50-06.00483,-16.4767,64.2666,7,1982,740.6783137166326
RGI50-07.00231,15.2378,77.461,18,1917,364.4873779856373
RGI50-07.00382,18.8089,78.086,6,1917,309.4362993392486
RGI50-07.00490,12.1249,78.6651,14,1917,185.71344705082106
RGI50-07.00492,12.0692,78.6774,21,1917,132.8488920866513
RGI50-07.00493,12.0311,78.8779,48,1917,81.79551223902564
RGI50-07.00496,12.1614,78.871,7,1982,0.29500487814942744
RGI50-07.00504,11.8309,78.8876,49,1917,189.66507069784382
RGI50-07.00593,16.258,78.6982,11,1917,690.1922234895429
RGI50-07.01060,13.9535,78.0409,16,1917,568.2446544364745
RGI50-07.01107,15.4657,78.1728,6,1917,515.8180337696223
RGI50-07.01132,15.6267,78.1281,12,1917,396.18217573130556
RGI50-07.01464,13.3845,78.9916,7,1963,1.9462452600008646
RGI50-07.01481,13.1481,78.7872,29,1997,-5.631504537439753
RGI50-08.00013,18.4909,67.9099,32,1979,393.53356621224475
RGI50-08.00016,18.3207,68.358,11,1925,0.9004668770586477
RGI50-08.00082,5.68093,61.7482,30,1985,283.31491299445145
RGI50-08.00083,5.64784,61.7513,54,1934,6.187211326719044
RGI50-08.00243,14.2959,66.0209,11,1977,2.4412899527849845
RGI50-08.00411,14.4446,66.7155,11,1986,474.24572746605725
RGI50-08.00431,13.8583,66.6565,47,1994,-1.4728581187905831
RGI50-08.00433,13.7593,66.5575,13,1936,-0.21410692361382644
RGI50-08.00472,14.0211,66.6713,10,1983,-0.3370563520992391
RGI50-08.00570,16.0547,67.2967,8,1986,416.0585955332315
RGI50-08.00666,17.9114,68.2182,10,1955,0.26768662311866365
RGI50-08.00710,17.8514,68.3407,6,1986,165.45455102148816
RGI50-08.00751,18.0544,68.0836,27,1979,446.0791156706497
RGI50-08.00760,18.6813,68.0815,26,1979,368.0406380859487
RGI50-08.00801,18.6446,67.9349,20,1979,113.76986817358457
RGI50-08.00928,17.6462,67.1735,6,1986,628.441895818631
RGI50-08.01428,6.43195,60.0667,6,1918,7.065181763480126
RGI50-08.01431,6.26211,59.9832,7,1951,-365.9629197438677
RGI50-08.01432,6.32268,60.036,5,1925,3.0253644197171994
RGI50-08.01433,6.39826,60.0828,18,1917,305.48762438420897
RGI50-08.01439,6.36572,60.0727,17,1917,444.99169357439393
RGI50-08.01501,7.38049,60.5392,54,1980,-3.588323227104979
RGI50-08.01520,7.48618,60.6368,5,1980,826.5117488294936
RGI50-08.01655,8.49101,61.5538,5,1917,276.3946200799119
RGI50-08.01666,8.14092,61.5748,68,1917,202.70154831536587
RGI50-08.01707,8.59889,61.6562,55,1917,84.32081149776292
RGI50-08.01736,7.67852,61.6906,5,1986,136.7423520140973
RGI50-08.02022,21.7402,70.1308,25,1983,854.8063429632683
RGI50-08.02135,6.55113,61.4165,5,1980,8.373794330639427
RGI50-08.02182,8.43862,61.5587,55,1917,205.73159370465015
RGI50-08.02379,7.05489,61.6101,7,1985,14.257799282075808
RGI50-08.02419,7.12832,61.7087,55,1960,2.2808393076425517
RGI50-08.02489,7.35572,61.8156,28,1986,229.7346213438633
RGI50-08.02504,6.80486,61.5116,11,1949,-0.9356194018226347
RGI50-08.02616,13.6359,66.4532,7,1986,379.4939547590067
RGI50-08.02637,18.5604,67.9042,71,1979,161.2982620235119
RGI50-10.01107,86.710266113,49.823951721,5,1928,-1.6022559140989188
RGI50-10.01121,86.703071594,49.813026428,5,1919,-1.7864307058259215
RGI50-10.01708,87.780303955,50.047698975,36,1950,-0.9945905295323882
RGI50-10.01732,87.745521545,50.049674988,51,1961,13.0450136084049
RGI50-10.01735,87.697410583,50.061340332,11,1993,-106.92618226690664
RGI50-10.01737,87.690246582,50.080078125,36,1961,0.10958744652413088
RGI50-10.03264,140.865356445,62.588794708,13,1957,160.74980347743573
RGI50-10.03941,158.180389404,52.46206665,5,1988,1.3604724084119937
RGI50-10.03944,158.157409668,52.452796936,5,1987,-5.842352206206044
RGI50-10.04358,161.802352905,54.830718994,16,1959,-0.840804149145697
RGI50-10.05085,65.780105591,67.636535645,24,1964,141.42435224356703
RGI50-10.05087,66.000305176,67.578933716,24,1964,224.40315419101088
RGI50-11.00002,13.6135,47.4845,9,1966,-10.768642551122184
RGI50-11.00012,13.0581,47.4242,10,1966,-4.093112253181289
RGI50-11.00073,12.5956,47.1403,17,1944,0.26801219510207375
RGI50-11.00080,12.5964,47.1316,65,1930,18.39651443417887
RGI50-11.00106,12.6967,47.0991,29,1923,4.980067542312781
RGI50-11.00190,12.3784,47.0851,9,1978,4.862247765227721
RGI50-11.00251,12.9472,47.053,16,1983,1.3360943596376273
RGI50-11.00289,12.9702,47.0421,26,1950,-1.7320996968277313
RGI50-11.00300,13.0049,47.0385,33,1927,-18.00907536236707
RGI50-11.00603,11.2247,46.9656,21,1925,138.48416822896183
RGI50-11.00619,11.1528,46.9566,15,1979,-1.3421408455935762
RGI50-11.00638,9.38896,46.9603,9,1925,262.83705680150956
RGI50-11.00647,12.0965,46.9069,8,1970,-0.19465463130154603
RGI50-11.00719,10.818,46.8762,52,1951,-3.2657396608775002
RGI50-11.00781,10.1603,46.8577,27,1925,109.32407264920892
RGI50-11.00787,10.7907,46.8424,64,1985,0.6662360004620496
RGI50-11.00797,10.1054,46.8515,9,1919,-4.059580837938711
RGI50-11.00804,10.0766,46.8524,98,1921,-4.0474687993256
RGI50-11.00807,10.1309,46.8529,9,1925,339.2443251930807
RGI50-11.00843,8.89117,46.8442,101,1980,7.787689727009791
RGI50-11.00892,8.98871,46.833,42,1929,1.1434593245945166
RGI50-11.00897,10.7584,46.8003,64,1923,-1.3285208637198593
RGI50-11.00918,8.97739,46.8133,38,1921,-5.041609712706446
RGI50-11.00929,11.0191,46.7817,8,1923,1.8476272160205554
RGI50-11.01238,8.3965,46.6236,17,1919,-2.5525351604244406
RGI50-11.01450,8.01919,46.5028,60,1925,152.1411589831534
RGI50-11.01662,9.36354,46.5056,6,1934,1.1600234843511998
RGI50-11.01704,10.771,46.4838,30,1927,3.794913189931208
RGI50-11.01776,10.6115,46.4674,12,1968,0.8221441949574455
RGI50-11.01834,10.7085,46.4512,50,1917,407.3583673796311
RGI50-11.01876,8.33019,46.4383,55,1925,147.31054540260993
RGI50-11.01930,10.1119,46.4296,6,1917,-1.6600254042677989
RGI50-11.01987,8.4812,46.416,24,1939,-6.62872075546511
RGI50-11.02072,7.51198,46.3839,6,1925,516.9401882625843
RGI50-11.02214,10.5127,46.348,14,1920,-18.693480824295534
RGI50-11.02245,9.70108,46.3085,6,1926,509.2934677184222
RGI50-11.02249,7.22536,46.3202,6,1925,743.5224017322817
RGI50-11.02285,9.64185,46.2987,6,1926,403.15503724743405
RGI50-11.02659,9.98941,46.0754,6,1992,6.729116112923975
RGI50-11.02682,7.9245,46.0649,40,1970,-0.3835599481808458
RGI50-11.02690,7.9131,46.055,60,1948,1.2170619769408972
RGI50-11.02715,7.90949,46.0336,60,1944,0.7414257876326928
RGI50-11.02762,7.92806,46.0081,60,1960,3.0528167030496434
RGI50-11.02780,7.87661,46.0124,10,2001,-39.73883989697816
RGI50-11.02782,7.29108,45.9647,19,1931,-6.837473430130103
RGI50-11.02789,7.87051,45.9936,11,1994,-9.287791100675463
RGI50-11.02791,7.38888,45.9921,49,1982,4.023163508729795
RGI50-11.02835,6.99817,45.9429,40,1925,244.99618275300634
RGI50-11.02923,6.93391,45.8755,8,1970,1.3563068062076127
RGI50-11.03191,7.27894,45.5592,15,1993,16.62644941119902
RGI50-11.03254,7.38984,45.5181,24,1920,3.95660208715708
RGI50-11.03298,7.2204,45.4757,13,1988,-2.71208945276544
RGI50-11.03432,6.62793,45.298,21,1977,7.4004352819665655
RGI50-11.03503,6.16016,45.1604,59,1926,192.289051101705
RGI50-11.03515,6.13273,45.1325,68,1922,190.9533529991429
RGI50-11.03818,0.639342666,42.648979187,25,1982,-11.694827334378033
RGI50-11.03841,-0.141221896,42.771190643,14,1921,3.9225152875080767
RGI50-11.03967,13.56671,42.47054,21,1946,0.6083808992142394
RGI50-11.03974,10.982920789,47.415938932,6,1993,3.3813701443735624
RGI50-12.00161,42.4674,43.3121,31,1978,50.050946177310266
RGI50-12.00335,42.7749,43.2009,7,1925,0.8641859000371568
RGI50-12.00632,42.7668,43.2143,7,1978,401.18406369765773
RGI50-12.00807,42.4732,43.1296,13,1955,128.54386654269658
RGI50-12.00960,41.4156,43.3638,16,1955,384.67152023719814
RGI50-12.01132,42.7612,43.1944,49,1955,144.04886858250148
RGI50-12.01198,43.0522,43.0776,5,1921,-279.48519125294183
RGI50-12.01252,43.084,43.0332,15,1955,334.6539972437924
RGI50-12.01297,41.8439,43.2251,6,1949,5.344610934538046
RGI50-12.01302,43.8232,42.7537,11,1935,-2.6103532606467184
RGI50-13.05496,80.238317299,45.095799218,13,1961,1139.9904330372024
RGI50-13.05504,80.228503062,45.082519212,24,1961,572.9265115350272
RGI50-13.06359,78.304753802,42.146142232,45,1917,415.00370596016194
RGI50-13.06828,77.681682984,41.876732163,5,1917,384.0059297623493
RGI50-13.06974,77.749273443,41.786813441,10,1917,446.7238820724793
RGI50-13.08055,78.181348805,41.826979308,7,1917,330.5685711214879
RGI50-13.08531,77.102104419,43.062361311,15,1961,258.4710864274774
RGI50-13.08533,77.07974015,43.024608168,15,1999,-68.39584814662688
RGI50-13.08534,77.107482796,43.075781419,32,1961,260.56314527718774
RGI50-13.08615,77.109750374,43.021278229,15,1961,230.18734851767817
RGI50-13.08624,77.080587306,43.043653004,60,1961,351.40029010758326
RGI50-13.08781,77.064330256,43.057823598,34,1961,415.72662558854483
RGI50-13.08782,77.09641025,43.050292445,34,1961,301.0929612657435
RGI50-13.08783,77.073632056,43.051831778,15,1955,360.4840382188337
RGI50-13.08814,77.051405111,43.071075201,15,1960,398.65734455567883
RGI50-13.11609,74.497660363,42.454479253,31,1956,273.9210811879517
RGI50-13.18096,71.569862366,39.609699249,35,1957,323.4109652832154
RGI50-13.24556,92.135,33.171,22,1988,212.01628593143457
RGI50-13.28839,90.447,30.193,5,1991,254.7902241005119
RGI50-13.32330,97.755,39.237,15,1978,176.66343398735958
RGI50-13.33648,94.184,35.669,12,1917,66.10930605852263
RGI50-13.41896,75.072,38.23,5,1926,-279.53078343668017
RGI50-13.45334,86.801,43.117,28,1917,382.96999421833834
RGI50-13.45335,86.81,43.111,25,1934,464.09519718380864
RGI50-14.07524,76.8939,35.4284,5,1981,311.5196191069392
RGI50-14.12323,78.349378203,31.292291095,13,1920,321.8067420216475
RGI50-14.12365,78.521963702,31.378255834,9,1922,450.2401733382721
RGI50-14.15536,77.373833286,32.23484894,6,1920,1489.1342377033313
RGI50-14.15990,77.507513941,32.224215542,14,1990,423.41227660579983
RGI50-14.19543,75.537165453,34.15943632,9,1981,375.2550348902507
RGI50-15.02942,88.684351605,27.959920148,7,1978,255.3394882984454
RGI50-15.03507,86.556320409,27.715784606,5,1976,568.321173140768
RGI50-15.03591,86.897669131,27.709259601,8,1946,-33.981401282891056
RGI50-15.03875,86.790688703,27.898420495,6,1974,603.0990346322355
RGI50-15.06557,79.674856689,30.718461816,7,1920,254.13938558327024
RGI50-15.06777,79.894082471,30.557780418,6,1920,1027.022938972949
RGI50-15.07605,78.825119019,30.842954636,6,1922,220.4405185060478
RGI50-15.07886,101.916,29.584,5,1918,299.27935445755134
RGI50-15.09026,81.323,30.455,5,1924,239.3097249913742
RGI50-15.11693,96.975,29.387,10,1917,751.4934827983263
RGI50-15.11962,96.902,29.303,5,1917,1526.308958635313
RGI50-16.00532,-68.1064,-16.3023,13,1919,838.1231423826996
RGI50-16.00543,-68.1439,-16.274,24,1917,247.4185115277005
RGI50-16.01339,-78.1446,-0.489511,21,1963,332.92930319355696
RGI50-16.01355,-75.3715,4.80506,10,1917,1485.1250155702044
RGI50-16.01447,-68.1287,-16.3523,17,1917,1309.9867024328878
RGI50-16.01638,37.314,-0.156806,22,1984,-75.58980273477664
RGI50-16.01756,-76.7207,-10.4787,6,1964,951.652730503158
RGI50-16.02086,-77.2709,-9.65293,21,1917,885.5494873814546
RGI50-16.02444,-77.6279,-8.96265,11,1917,349.83820766098904
RGI50-17.02128,-68.4093,-54.7862,15,1941,3.643594186061989
RGI50-17.11634,-72.4562,-42.8274,8,1981,547.0280622831217
RGI50-17.13957,-70.1338,-33.5804,41,1930,116.12874874519878
RGI50-17.14445,-70.1481,-32.5933,24,1930,82.88216657704129
RGI50-17.14923,-69.6416,-29.9831,8,1930,611.4135610880905
RGI50-17.14924,-69.6442,-29.9757,8,1930,723.3383078869131
RGI50-17.15110,-70.0204,-29.3484,12,1945,0.5491246379568793
RGI50-17.15113,-70.0247,-29.3346,6,1930,258.8014837341839
RGI50-17.15114,-70.0275,-29.3323,6,1930,330.39619177411487
RGI50-17.15116,-70.0369,-29.3295,6,1930,362.26291836550786
RGI50-17.15131,-69.9909,-29.3005,8,1930,378.9472339532084
RGI50-18.01130,169.437,-44.0715,11,2000,-16.340396073177544
RGI50-18.03357,170.926,-43.1326,6,1934,1383.0690232055272
